time orb_separation a
  10.00000   44.95200   49.26571
  20.00000   11.44036   20.97331
  30.00000   13.59938   10.95377
  40.00000    9.46923    8.01128
  50.00000    4.93624    6.51193
  60.00000    4.52602    5.65738
  70.00000    4.42202    5.31080
  80.00000    5.43651    5.06437
  90.00000    3.94673    4.82352
 100.00000    4.55770    4.64538
 110.00000    4.54620    4.46739
 120.00000    4.28658    4.32582
 130.00000    4.60279    4.21054
 140.00000    4.76362    4.11518
 150.00000    3.75679    4.04212
 160.00000    4.54022    3.98509
 170.00000    3.71830    3.93907
 180.00000    3.63074    3.89966
 190.00000    4.22778    3.86501
 200.00000    4.18120    3.83064
 210.00000    3.69011    3.79864
 220.00000    3.41056    3.76906
 230.00000    3.92744    3.73917
 240.00000    3.84850    3.71013
 250.00000    3.27174    3.68389
 260.00000    3.61448    3.66277
 270.00000    4.01145    3.64504
 280.00000    3.43342    3.62850
 290.00000    3.56581    3.61397
 300.00000    4.08309    3.59735
 310.00000    3.85754    3.57887
 320.00000    3.66947    3.56206
 330.00000    3.78351    3.54151
 340.00000    3.97374    3.52457
 350.00000    3.52611    3.50962
 360.00000    3.25050    3.49522
 370.00000    3.86668    3.48398
 380.00000    3.19651    3.46982
 390.00000    3.52683    3.45873
 400.00000    3.81948    3.45165
 410.00000    3.31500    3.43780
 420.00000    3.04082    3.42716
 430.00000    3.10758    3.42148
 440.00000    3.26971    3.41956
 450.00000    3.43058    3.41791
 460.00000    3.55174    3.41633
 470.00000    3.58797    3.40868
 480.00000    3.51919    3.40137
 490.00000    3.34592    3.39497
 500.00000    3.10774    3.38885
 510.00000    3.07511    3.38460
 520.00000    3.41249    3.38228
 530.00000    3.70130    3.38098
 540.00000    3.59979    3.37964
 550.00000    3.18882    3.37796
 560.00000    3.10867    3.37677
 570.00000    3.52045    3.37664
 580.00000    3.68351    3.37621
 590.00000    3.35127    3.37500
 600.00000    3.07314    3.37373
 610.00000    3.43324    3.37360
 620.00000    3.67143    3.37309
 630.00000    3.35352    3.37190
 640.00000    3.09331    3.37083
 650.00000    3.48797    3.37069
 660.00000    3.62877    3.37033
 670.00000    3.22774    3.36907
 680.00000    3.19125    3.36855
 690.00000    3.60285    3.36848
 700.00000    3.47741    3.36753
 710.00000    3.10863    3.36638
 720.00000    3.43759    3.36624
 730.00000    3.59384    3.36595
 740.00000    3.19198    3.36471
 750.00000    3.29206    3.36419
 760.00000    3.60701    3.36405
 770.00000    3.28788    3.36303
 780.00000    3.21735    3.36245
 790.00000    3.58419    3.36232
 800.00000    3.34074    3.36144
