time orb_separation a
  10.00000   33.40286   39.85267
  20.00000   27.12916   29.69156
  30.00000   19.03508   18.25869
  40.00000   15.22388   14.34429
  50.00000   13.27922   12.51085
  60.00000   11.38019   11.60899
  70.00000   11.20973   11.35278
  80.00000   11.79031   11.51030
  90.00000   11.02909   11.61785
 100.00000   12.28573   11.63956
 110.00000   11.60673   11.68289
 120.00000   10.97346   11.65666
 130.00000   12.38531   11.65828
 140.00000   11.23248   11.71501
 150.00000   11.32967   11.75774
 160.00000   12.62539   11.80383
 170.00000   12.05763   11.83773
 180.00000   10.96723   11.88867
 190.00000   11.73532   11.92993
 200.00000   12.68612   11.98993
 210.00000   12.58756   12.03361
 220.00000   11.97621   12.10984
 230.00000   11.55412   12.13446
 240.00000   11.62967   12.12819
 250.00000   12.10429   12.16057
 260.00000   12.52392   12.20329
 270.00000   12.73178   12.22129
 280.00000   12.74401   12.25536
 290.00000   12.66397   12.29583
 300.00000   12.52201   12.32577
 310.00000   12.34777   12.34410
 320.00000   12.19077   12.36645
 330.00000   12.06707   12.37934
 340.00000   11.99144   12.39557
 350.00000   11.92092   12.39914
 360.00000   11.88680   12.39463
 370.00000   11.88435   12.40038
 380.00000   11.90866   12.40668
 390.00000   11.95472   12.41486
 400.00000   12.01165   12.42111
 410.00000   12.06806   12.42791
 420.00000   12.12462   12.42524
 430.00000   12.19964   12.42964
 440.00000   12.27287   12.42347
 450.00000   12.36314   12.42484
 460.00000   12.45070   12.42158
 470.00000   12.54237   12.42207
 480.00000   12.62739   12.42126
 490.00000   12.70404   12.41852
 500.00000   12.77998   12.41796
 510.00000   12.83646   12.41128
 520.00000   12.86995   12.40406
 530.00000   12.89115   12.39606
 540.00000   12.89699   12.39215
 550.00000   12.87515   12.38829
 560.00000   12.81263   12.38471
 570.00000   12.72228   12.37862
 580.00000   12.60321   12.37182
 590.00000   12.45612   12.36569
 600.00000   12.29636   12.36161
 610.00000   12.14116   12.35772
 620.00000   12.00611   12.35556
 630.00000   11.91386   12.35081
 640.00000   11.87404   12.34838
 650.00000   11.89635   12.34891
 660.00000   11.97892   12.34821
 670.00000   12.10656   12.34366
 680.00000   12.26756   12.34210
 690.00000   12.43712   12.33654
 700.00000   12.59909   12.33241
 710.00000   12.72579   12.32879
 720.00000   12.79772   12.32500
 730.00000   12.79519   12.31852
 740.00000   12.71249   12.31118
 750.00000   12.56223   12.30973
 760.00000   12.35359   12.30500
 770.00000   12.13320   12.30188
 780.00000   11.94330   12.29673
 790.00000   11.83411   12.29473
 800.00000   11.83963   12.29333
