time orb_separation a
  10.00000   32.40687   47.52589
  20.00000   20.92627   28.02252
  30.00000   18.96866   17.88995
  40.00000   12.58575   13.08838
  50.00000    9.87316   10.32571
  60.00000    9.50877    9.23404
  70.00000    8.33758    8.87826
  80.00000    9.10063    8.74959
  90.00000    8.79002    8.72241
 100.00000    8.12096    8.66707
 110.00000    9.26573    8.70701
 120.00000    8.39843    8.74388
 130.00000    8.84361    8.76154
 140.00000    8.88874    8.76242
 150.00000    8.59740    8.78567
 160.00000    9.07297    8.81349
 170.00000    8.68581    8.85441
 180.00000    8.96299    8.92564
 190.00000    9.24815    8.97220
 200.00000    8.58634    9.01936
 210.00000    9.33266    9.04771
 220.00000    9.32839    9.07354
 230.00000    8.69679    9.11311
 240.00000    9.07494    9.12142
 250.00000    9.58045    9.12614
 260.00000    9.15388    9.13055
 270.00000    8.68766    9.13544
 280.00000    9.22415    9.14425
 290.00000    9.59505    9.14234
 300.00000    9.07597    9.13174
 310.00000    8.71482    9.12980
 320.00000    9.31262    9.13135
 330.00000    9.51762    9.13309
 340.00000    8.92138    9.13211
 350.00000    8.81992    9.13245
 360.00000    9.42628    9.12955
 370.00000    9.40175    9.13119
 380.00000    8.81332    9.13453
 390.00000    8.96272    9.13729
 400.00000    9.51095    9.13551
 410.00000    9.26221    9.12461
 420.00000    8.70881    9.10995
 430.00000    9.16247    9.10470
 440.00000    9.48759    9.10036
 450.00000    8.88417    9.09385
 460.00000    8.85250    9.08322
 470.00000    9.45936    9.07488
 480.00000    9.07939    9.06999
 490.00000    8.71713    9.06285
 500.00000    9.35601    9.05408
 510.00000    9.15023    9.04214
 520.00000    8.66740    9.03030
 530.00000    9.33762    9.02356
 540.00000    9.06564    9.01688
 550.00000    8.68771    9.00831
 560.00000    9.38478    9.00194
 570.00000    8.85643    8.99264
 580.00000    8.84174    8.98584
 590.00000    9.35474    8.98119
 600.00000    8.62305    8.97489
 610.00000    9.14990    8.97276
 620.00000    9.09526    8.96292
 630.00000    8.64220    8.95630
 640.00000    9.34517    8.94721
 650.00000    8.63925    8.93855
 660.00000    9.08335    8.93014
 670.00000    9.01450    8.92503
 680.00000    8.68948    8.91960
 690.00000    9.27926    8.91686
 700.00000    8.52776    8.91488
 710.00000    9.26252    8.91339
 720.00000    8.70638    8.91273
 730.00000    8.98573    8.90573
 740.00000    9.02590    8.90377
 750.00000    8.66892    8.89782
 760.00000    9.24412    8.89693
 770.00000    8.51118    8.89280
 780.00000    9.27588    8.89362
 790.00000    8.57332    8.88804
 800.00000    9.13505    8.88463
